Gender,Height,Weight,Foot Length,Hand Span,Shoulder Width,Waist Circumference,Hip Circumference,Thigh Circumference
0,166.48913499624462,56.90491598515117,23.22401973453604,14.871811603915315,39.37168613394328,73.89054215259772,93.19540001281766,
1,187.40238397761186,81.2004633298635,28.010230244263987,19.81466886674648,47.6688153319183,86.97172771219202,101.89333304415597,
1,169.67313629382355,77.7695909789669,29.784728523095765,22.08592439732305,48.05121535290861,89.10131979888136,98.94152148591661,62.18200688283277
1,166.4785972889009,74.60697482363076,23.102741601959863,15.47905145809082,39.91394472688375,80.93731680411749,85.73460236010997,54.75903885461696
1,170.74026861098682,81.30981003051373,26.963367431094063,17.729173663515546,41.78579557492787,,97.43223134286845,
1,191.97383258336862,73.37973112817505,24.386535200039507,18.837569773345113,44.35946498413937,83.96511744995557,98.02262499300053,58.879347209239555
0,143.93682801267806,44.459291678365474,18.43288983326647,,38.965615081102854,72.02164302247847,,53.772363092140075
1,168.11977377648765,74.23982354742229,29.015301582568153,17.016828734723987,42.512157349331495,82.22897677240017,103.04646219986478,61.78794179468092
1,177.6439168626303,75.70939696842464,27.91165569368255,21.081800130904604,46.030136045703046,,96.2663060203964,59.2221476935935
0,157.55403140406017,,24.33945964788482,16.022377552755916,40.13548364642671,,87.7314608039054,53.95252545769748
1,186.53697642240627,80.29360443017225,28.311690961724974,19.12473542133937,45.8123019529659,84.8428681602506,101.96607793683022,
0,159.2369061798014,,25.949504946779086,16.197602913218347,40.075357326879015,76.1704044676339,94.34011682937529,
1,174.83395647352694,74.72717565984254,32.38047472080138,19.811629381461476,44.9386114143021,87.05990452990832,105.85624757096977,62.14215935429665
0,165.1301495878735,58.67379929510121,27.03414345515177,18.231743973950106,38.40808181456215,66.34046675541622,92.98743514366464,53.7576584426248
1,162.05957840381132,,22.99932472907924,14.772172582851843,40.1337089761548,83.5062598411108,95.64636589911085,
1,176.27141210914067,71.52293356644405,30.54562779856469,20.872913001974386,46.715991367218884,87.959394826165,,62.20563019332632
0,171.55522805284917,63.11170036703767,21.907074588163393,20.358084313720454,,74.68059838662211,,56.15881714009474
0,164.12877277437514,,27.096731698714205,18.04740398250927,40.67588937680447,71.48727628318835,98.42642199960353,57.43307570398232
0,168.0426442616406,59.30104602460559,25.593970588619143,20.609073370764712,45.67322303701243,75.9890080573514,91.27609590904612,57.18598087710724
0,161.8187100115155,55.79346708059347,22.603779788622536,,37.60499831484299,69.97905299914287,99.20813577185032,56.25308733520012
0,168.6066186686774,57.42591071487367,22.840399023556245,17.122533191935798,,72.58107636718006,89.97923084305356,46.536633613571226
0,169.593203929275,,25.564628600186765,17.697240380026884,38.92322410677557,71.34382952815048,99.4401725917562,52.58849083562479
0,158.36118282211638,51.109021617404586,24.22917987473751,17.96675354577601,40.75344755565415,69.51468524635074,,53.662244246167596
0,150.47980878773333,55.35615516254738,21.428260071047788,18.015783789898194,41.492744868872705,74.78751727117837,93.32280686511727,54.11876766682825
1,187.82890326060254,80.0866052749844,26.89209071433663,,45.45306294677261,83.74100190024352,108.30423592124006,59.10808158146043
1,176.85423649795834,75.60820104449331,,18.390375882419523,45.836826597807274,,101.80505245499583,
0,158.48425588041792,56.76790952250113,25.001129717413722,18.29412185847193,42.46879430245138,82.50414513365118,96.63929570854549,54.316162412113876
1,185.3995435989073,80.20833482180812,28.386435576184155,18.760716165516342,42.677455253782625,84.79886039544039,88.66590717338815,61.32774547405583
1,170.59293945294385,83.38800591577592,28.327157518501686,18.15713346443353,44.923510175403024,81.98625278602108,99.23109069542845,55.10096318587956
1,183.35993512506477,86.66569463571761,,21.894086920985103,47.7331445384902,,106.21380933812893,65.09237596922497
1,179.76735600702247,74.16073779895136,27.429611614618867,,44.68125557436635,82.68641715294162,,57.3201747873007
0,163.58449020629917,57.794282377513525,18.712785359100913,16.410704757927476,41.384313748140116,70.64541068170426,95.10462442930044,51.816118375830605
1,171.76656296287877,76.19904849762135,,15.369623849909676,44.09223527030845,89.0061377368505,,63.33837216579455
0,,62.2533359837339,24.312690328752684,16.677291149885644,41.979218769977855,78.76736373647634,,
1,167.59011034810823,69.98189882476265,27.594715591515566,14.271661539883187,38.3379661008467,80.01281286290752,93.53448013865663,
1,181.4877031366755,76.82208608608971,28.05412832741215,21.783601482032513,48.35738466470514,,109.78841788806251,59.41887557765283
1,172.1287509635161,76.89854209778717,28.873692950457226,20.637961661132472,48.312320679362685,85.47267934319659,,58.80405768999389
0,,45.62772725691276,26.325497236158835,17.791003459962287,,73.67615846417341,93.8842996543164,56.8499225371447
1,178.78208258795587,76.22404488689808,25.89061852933601,22.446100615015695,49.30473228422126,87.80735094829109,99.76856607925309,56.36606722384304
0,,57.25864783948381,26.9222614527213,15.888475438140299,,78.84595438858334,94.76459315148996,55.86728860991103
1,183.63177167415202,80.17113305026285,27.268114799546094,19.8245041400713,46.05540169928542,85.60698086862799,91.33454238483239,
0,153.97523478865966,56.340915749009355,26.318581442794482,15.633542951280688,35.04652124603774,71.15472391162575,93.90142807617863,50.615082794809794
1,181.12714687175043,,27.650324845334453,19.224500378664068,43.68527214649625,,,60.743616620891565
0,156.48049699712962,55.16142556969822,29.98138591571805,15.818543783934057,39.959104755769545,80.27853853256634,90.50496522613238,
0,175.42727002613626,,24.219675148149197,16.94024356206855,41.84289000210963,74.59873099105583,95.25068846736389,54.23159578944414
1,,,26.71870356268197,19.600339229523904,45.689527451760455,,92.60166525982854,
0,172.11107093796906,54.38123675102274,25.097005915947076,17.191791512806276,,,92.28082520980705,53.48121242141368
1,175.44644899702772,75.66472812271584,29.16093445472614,18.378288978840022,47.33702801525431,85.26485262055742,101.98065992243308,60.677983375373046
1,169.32573423951823,68.64761178206025,32.82884109681454,20.016165723538272,47.43090292797337,88.27672391780192,92.65259053804282,59.63943055509666
1,166.69262397183996,80.86769327986846,24.981820341359136,18.746638631238305,43.80776065807902,81.03534492689589,103.26534090094255,56.6522704481743
1,175.80618162308286,,27.550752872909015,22.062574390948722,,88.12478281873031,,58.697189289513894
1,166.4405218191011,72.03151158709792,29.72613926090287,19.574451235216564,,,102.90665594582053,
1,174.72832249897718,69.67503168539783,25.96794948988965,19.138626716235482,47.31381773277095,85.95578128100212,103.12198062336346,57.051663104796546
1,173.54900183802803,74.86227257014767,24.34857165514876,17.55148704914187,42.44735899457355,79.28712387716668,98.63506055109316,57.296090316602786
1,177.81828711932963,80.87449083336367,,,46.18557712579511,95.02924597453325,109.80665660069326,67.05822828063192
1,167.4222683284243,70.75382711022104,,17.731853368125826,,71.22048139353188,95.08252487880375,59.834707322683876
1,178.8768778952567,,,23.45194193740729,50.881393549299894,85.38749749630112,,61.82325577765429
1,171.04170021425273,73.4936769804509,23.761674955488424,,42.22843248854344,83.04998786731274,97.3505395849834,62.13777617849962
0,164.95158253889912,66.8264399855359,28.475399923991844,17.771459569303605,40.08293244178103,74.67128078165481,103.76988886877344,
0,168.1386380941382,62.74779256513141,28.022561256016132,17.315104041336188,40.39827597488216,80.15156768625555,,59.57132047764757
1,187.9350851817497,83.8793683548217,27.314895977990993,,49.75041993233303,86.08109559394444,104.09228685636192,60.381106746511804
1,176.4532252377012,75.86925461475855,25.21359904186849,18.40872115727324,41.41188457853984,84.02795268337233,98.80850178793837,62.16559513375126
1,181.2315618948142,,,21.33473865217771,48.54417209850556,85.41370551994055,104.83158013724223,62.09611831876105
1,,80.24306599709374,27.019402683512503,,44.29795575691863,80.12347223672755,94.40331533272311,57.60813270820004
1,,75.27186375784116,26.950566967247575,18.75371755224989,40.803774175125724,82.87714203295252,107.89354314446268,59.865067400644804
1,187.2218052257213,70.65148418247209,27.262029902592975,21.873309138611216,49.58148991545695,86.59694050326674,100.77969081690358,61.028001810815226
1,174.92405287063718,85.4810694941299,29.941536195783566,18.19471395963513,46.610664256121225,89.70489470028275,100.13781459646903,62.2658151366472
1,174.8877135396798,81.8035690737084,30.081000041710084,17.497888647041947,40.72070074432406,79.14296762069955,92.89351145950872,54.032756164716055
0,166.794619632465,61.22552041643469,27.79666641629403,16.289006584651357,,76.89685937124294,98.7967198135935,56.51265607551696
1,172.30475806798515,83.56351240014689,26.983323099790603,20.104269238540567,47.1591148554191,,102.3517329381915,62.02591200615649
0,154.5881144070798,45.85694509019394,24.197126405851957,16.27591591815714,39.307526302207194,74.65768507020728,98.009223479448,54.63259807755241
1,173.68934447758983,75.05739795987442,21.029071061803556,15.166757230693372,42.8001056619613,,,59.75188253219053
1,181.6092793301806,69.90386904399281,25.878694509093776,16.957693511697826,41.40699753835405,79.11998662101061,94.7299444967724,53.86309881128266
0,161.20414923528594,60.74212806677431,23.67689268815851,14.4289608856864,37.291661722206534,71.54726276894247,94.11485850997892,52.07944675571347
1,174.9660697512082,74.06214262268807,26.942987928493185,20.814240765111276,46.88363128280249,86.37294531086,103.73912892968364,57.31329548856104
0,156.7532626862701,67.40661806989071,23.192845626173078,,39.49315723337577,76.89980222218216,95.06851952047936,55.84651635236253
1,177.4090788446327,76.41715802973027,25.640955197968893,,43.91760237588915,89.14850512459141,,63.34839434533763
1,168.94632676857074,69.0531810881114,23.79066139800849,15.77581722128857,39.928161601196656,75.75608618353901,95.11414604892235,56.527200086209945
0,165.2770764093774,60.588566864246445,24.390701489747595,18.075216260614717,,75.60198919057049,95.72983991019437,53.07862911359804
1,196.19931162114253,92.05090950310179,30.166898384512265,18.225075460268616,42.79809891123839,89.91680370390245,102.12858550134611,60.65473471483223
0,,71.7047972236201,22.130726606105693,18.035686707685947,41.83011200602456,80.36467855517952,,57.89845530759271
1,170.8317263247772,75.68007411475747,28.99123971950547,18.11434905365142,,88.24537770641767,104.93604119656172,63.38029200988723
0,,60.69129079369758,26.438956227177,17.79827481115899,38.348309557067424,,83.98857268067634,55.08451636815027
0,172.82499135990656,55.03944863878506,30.311701166234226,18.446895243592024,,73.5512032551008,92.61469713773353,53.7092427475048
1,,68.01454840164436,28.160923218393897,17.119754478019615,40.802170976861596,82.41943753073707,91.45436704105995,
1,177.72231789607886,83.68213711046971,29.84700988829764,19.457518605744745,44.31566018084182,83.52375336736621,94.73763762837913,
0,156.82749362057484,,,16.386585727920323,,75.6400836919087,,53.56152714178129
1,168.2099194679028,,21.37533460592583,17.726405194150082,42.45951138959426,77.94520909964987,100.44250021552054,55.58592782899706
1,,,24.228306505075878,14.275861916561853,41.0041790268758,79.26273246580041,98.11739594735148,
1,156.13319289384066,72.63233195913674,24.626099017426615,18.372763571366825,44.67170175877319,82.42949454351445,95.43728043983255,56.65487169225887
0,164.21500361131672,61.14863935365988,23.354326280966674,18.676790012040133,40.263300565401195,70.83388831417402,97.20021112132233,51.95750823993955
0,155.8258274522358,,23.78522680291861,18.268217587562354,42.31843650194554,79.94209126312732,97.54575669592685,54.304576384471076
0,166.3562920680684,53.86104829832848,,14.055751825474822,34.15670538876695,66.76517437900173,96.40113875238579,49.96315136588164
0,155.34226513251875,,22.96270640055204,14.885449092234612,35.455350490406616,73.65406892513037,87.08116112069342,54.74353209974187
0,151.25546682819262,55.973149265541565,,14.792605659010064,,66.55379245336013,86.83321088206289,51.81060419776459
0,170.02941931327194,62.456024144715634,23.89514917048536,15.894032474017674,39.051139913045176,76.36854036113688,96.78598076743006,53.270006917157886
0,148.83574098095664,53.028745803679584,20.03470536739451,12.934841062190966,32.1951928635963,71.35436440677908,94.31547522614139,56.155595827326515
0,174.95001006730703,57.532527827876216,24.77233813373061,20.648614193091426,41.99894563072798,70.1525984045735,88.59329245836781,47.34539381532008
0,157.30422087848123,51.03990621353435,21.38872618179677,15.122519609785257,37.938602573803195,75.10425726942005,91.77948290233884,54.045080240278914
1,,72.45230769128679,22.502043602623623,14.799991481651936,41.74359516361005,79.93261583865214,,57.994492188265575
0,162.65917726508488,55.34098066889032,20.748564163002662,19.475788890778585,43.29284534969647,77.99585688310216,,52.49795382599435
1,172.82100906212648,,28.09242607213505,21.610364359342167,50.57481304902952,80.94782303469917,102.96972030836454,61.2243087627119
1,167.39071987984485,81.11057890435177,29.479795029108004,17.44920075667683,44.20836469324766,89.45803409300557,,61.85754524690799
1,172.43136271252962,91.02654059185048,32.24105085140986,22.231656421739224,49.85147272558404,85.67498328772639,113.25153774324117,65.66932353238528
0,170.63589110741512,60.961140204706275,24.549078963983725,16.748884384147463,41.422185837897366,74.78288236055499,101.51425943051404,57.448947159470734
0,164.89842864818402,,28.451135623555672,,42.39500324776108,76.15437860736193,94.98514132710605,56.69247242535338
0,182.77838653901296,65.34931332737054,26.009334482420048,19.33549783952824,44.97572423802622,79.36615009495794,100.64628326549503,60.91612499885272
0,151.7220364987183,58.31853041594475,24.21071205985717,18.33494334028964,40.44012049639985,,93.33859450365745,
1,177.41816824588787,83.04230894597123,25.97182935229746,19.750994210528447,45.67771008157854,87.26215797692986,107.35786305683531,60.14166751444033
0,159.19558132174657,,25.701606299086695,,32.99049936029075,76.11567380375233,94.77139788933917,54.526528767573666
0,175.2505505547959,,27.760992610693336,19.754628903197165,42.86828923593888,78.27712334586491,110.19066546775738,
0,163.29859264758917,66.43946112725267,23.652475741545125,19.908137140317226,44.99213481117678,78.62730698405787,95.11113483513728,55.93251837638197
0,158.48303012302523,61.985641926967304,20.886538932635112,21.418483182497145,48.64467005066042,79.1542731422728,100.87681535137504,56.16673524436329
0,,,28.933140991836435,,39.49636030567431,77.76370035596976,91.0314547243383,52.01691571959485
1,183.0636180839269,76.41986644420227,,18.688389319176565,42.49368938685132,,100.09790809308386,60.196752525061704
0,162.27627385774912,65.96691049925847,29.374781143581274,18.550568128375982,39.412053918430395,71.71743581604095,94.95070684459311,55.8309417727205
1,176.93186532989975,81.18460037151405,24.99476006705253,21.374272731510274,,82.90635675561958,97.34958030601186,55.57819493925735
0,159.06523799109192,55.797711983303515,,17.388316414044215,38.11111599952106,74.08467909216122,92.37633145268039,
1,186.88196749399333,74.95081651281983,26.28546134930469,,43.76015143394745,91.40950161289653,104.44684664903795,
0,,62.781131585511595,25.58138055066105,17.08861974693223,42.33592888417629,78.11694350507408,102.44380409141692,58.07730103480388
0,149.67650858180346,49.52796785861769,24.490521359968092,15.999995811887125,38.23602000633824,,97.24033825533786,52.653896842776575
1,182.4563139569099,85.73893212951398,25.80326645465689,18.617030473365258,,82.91780677442246,101.33741355735206,58.16880151062086
1,169.31316641757508,72.9654481828213,24.493877317202823,21.027783804306132,49.46741460567901,87.29077948680002,,62.81870575262703
1,172.08344156317418,73.93511914141698,26.057024808144632,20.046040005931136,46.65419084530179,82.29443533154344,99.51274091787099,57.86736347873959
0,164.34545990771355,51.95654021679948,23.69552719042539,16.640348449226913,37.25138466940715,69.70022896735829,,57.150983620188235
1,,79.3985956277966,30.202407742921014,19.61767838196562,46.315545756603065,,102.94207992482933,60.24697380677926
0,159.033096538004,58.80252469793683,19.552060862504774,17.184857075831466,36.78951863135999,69.54173740334573,91.29934670731767,50.51112080333419
0,162.18456930987617,61.858942274925475,27.844735175887916,,39.32743491087857,75.23690905515619,95.773260797343,58.92857016553607
1,174.82136954563353,69.431239120717,22.90840836719838,18.588615633922192,,79.55014123077464,92.03232764795166,58.07877408005381
1,,72.10957789932695,18.368662186409505,14.697905312847343,42.05999135270226,82.99721507411834,,57.759365833727514
0,163.21958684686422,54.611962629115446,24.42137230239323,19.036532114512084,,68.37375693851749,91.16777930913464,48.310557239554264
0,154.91990461952227,,29.43845185686812,19.86453509024318,43.20503491989377,76.095090151695,,
1,181.08087983702015,75.76028265877774,25.84362827592052,15.567557987327524,39.504785283429,81.81860661221437,95.12942139544717,58.745851801512124
1,175.28772897410317,87.02035870242449,23.24384205867247,17.79555975038367,45.99354473686842,86.80624599751107,,59.488175476401395
1,174.89674595229008,80.67535764236574,23.17508136866811,18.563887334976943,44.15789072154785,86.67671174572716,106.89145160933774,60.4072708278197
0,157.09714310973158,62.10711152740765,27.584597875479634,,41.759078621034156,76.84393410426563,,52.397977448748904
0,160.79959098881733,73.25823782407235,24.26698036750212,19.418533397676928,42.50056806135643,78.02876973273051,92.30080202119197,60.76596999092006
0,166.76800294503505,55.90389939661535,24.368991606307887,15.74214671821071,40.06295062550993,75.35215976456612,,60.717836738918784
0,,64.15460838485504,25.148881584689764,17.088763476273222,39.77241429717488,77.16085389598118,98.11551455924352,56.23381171589403
0,174.75401389625853,,,18.489304486907063,41.22337371439501,74.78275099342282,94.34968562767335,52.73589086587709
0,167.40835505859127,,24.2479606108078,15.224434471981121,40.22145945153,73.79734766560391,93.14243257522465,54.65126576463256
1,178.80690955258117,79.36488517635196,32.72016070027757,20.3446546283657,45.968085274598856,87.78069797662113,99.63549928979758,60.231839246766214
0,172.68185497558042,,26.82822455169273,16.03738182937235,,69.82779756369668,,
0,160.6777322020431,58.83351955186923,,13.90114280922837,37.52716981309512,72.28540676063623,95.25550738077972,51.74180151947325
0,158.82322929135344,56.518675455208346,19.662522500424018,,34.43520123985526,,86.12344603057153,
1,170.95790479288337,70.90864275442622,22.83493859346934,,37.17557469520553,82.66797731414009,92.08708092690895,54.164692494717485
0,168.6927172563155,67.18705283580228,,18.1913466747096,42.54822823017363,78.55601087194924,100.54051253224355,57.75193796167159
0,158.0725577388169,59.18665248597097,23.18233966252194,16.984300475945656,37.178440370388884,73.452018640286,92.22465564112578,54.703853823483996
1,169.9199307330216,73.50905293935367,28.589018684625497,20.655375770113007,46.563520177839365,,,60.820807953982474
0,168.24593370186517,73.98112488181303,26.51397019055196,,48.043799609410286,75.80819377166002,98.269163914359,55.7358602109606
0,172.62619851292524,,25.698723433752082,18.52365755909306,41.734584071686555,78.8983689632158,,62.158539978117766
0,171.1595561764913,56.72079053704687,23.149388349282724,18.320911766940593,39.947438487342474,86.13075901512731,102.20358518055274,55.74588431165837
0,171.91816353676862,65.57090847136594,32.778630166011155,18.615074764092537,40.89768203272352,73.66794136237702,,56.50953543076024
0,154.62648113242236,53.80262421669772,24.267125929541884,15.747794808291285,,,91.75778012457606,52.89186538572251
1,172.9468857842189,72.32139600379982,21.311225776140994,18.49463622932428,,87.30843178935267,101.88065642308825,61.334247585048665
1,184.00243556943323,85.25810455736926,,18.44494333287406,42.635581698022506,72.91520694863702,98.84822717802325,55.27945309638135
1,,71.98834663198095,25.924688144481117,18.848257036655234,42.79198287566976,83.70706105711255,98.68925583885253,59.3053371408796
0,146.79964632034313,62.99504496814506,25.793068828706616,18.572756837854225,41.60685771011657,79.62852087274821,,
0,168.57188431191983,65.70421421668946,23.318253322634423,,41.32949941464775,78.849517278028,,53.363993374018214
0,,57.81889628361263,23.410917018698598,17.83099167667903,39.24754354958859,70.41110348649381,90.63903923437923,50.03881576079253
1,,73.54688895417398,26.886587909316198,17.151510291256578,,84.3682322626551,94.70212671006011,
0,165.84252108126338,71.42695280432093,25.623431278821357,16.990156904502744,38.2007899469909,,93.94840371434508,53.79052126099049
0,170.05934494096286,71.62236075924181,28.478223562518444,17.83286765199026,44.77085845365553,79.2842546491995,97.17262353429349,58.98920010999178
1,166.01882741262907,78.0203321073337,29.05665871722068,18.27820846591706,,81.48415283418598,101.25971915397102,67.60574484471503
0,153.7565610115828,,24.63725646961464,14.793825520462224,34.83227331182234,,86.50312946086557,51.21153759929511
1,177.99836819842668,64.52029953770267,26.95991132855821,14.394825838238578,,80.12862728741973,,57.909397042133854
1,179.2138852043955,,26.37408497309462,18.85355373000586,44.44944303356074,82.0737579480243,101.25021711269027,
1,165.95096379250637,79.24448876293285,24.20186974158503,17.030218716605166,40.974169021104714,85.7683077076252,98.0902745247867,60.6800529604796
0,160.99522069090764,,25.204032208900806,16.82256349462316,40.62562721564356,75.38715143372454,95.61075461637843,
0,179.0453266516535,65.81736279919421,27.881573160375012,22.145083278324663,48.02566172571778,,107.15197218231042,
0,165.47179123510116,61.587003161034275,,,40.21836770246404,75.4703710277631,101.76938965713438,55.95352950731022
0,163.38000875654257,,26.201295052377066,20.184825787339335,43.49724296798514,83.83709355205018,100.94043464685785,61.22155714172474
0,160.62453336815628,55.179692333523654,,17.128117254781575,41.558406650579194,,92.34934536214908,54.44188643153408
0,176.33511926958698,63.01153090435504,,20.15525240268596,42.589845291812985,,,58.84397577351328
0,,63.66462154415147,23.71006702613595,15.891620108699502,40.05640404294827,74.94558110308112,96.63608744103804,54.48604337970453
1,167.77288568334293,77.30876905967096,23.396737041943805,17.378707003202145,41.62626916016715,90.91820213242086,97.93395017594383,
0,161.33893793222666,60.93660249781077,20.36610304865053,,40.60203413662036,76.05513842959624,97.1140229685854,52.76612407935689
1,172.24915642304984,,,,42.45914645932146,84.44816150352987,102.00545744297361,59.447534419147146
0,165.2646549992181,68.7084857415053,,,43.62012264466919,79.6868682771603,102.47770394418067,59.04972077396379
0,170.0272116513772,69.19542170928392,24.7512086547558,21.33700812694224,,,97.53631312333795,58.61503759864109
0,168.37874864764012,,26.972657027253238,20.185410982744322,44.54619445314475,76.30248157472252,97.65540071001176,59.79849664896421
1,176.20338145042686,,27.328755446750385,17.08965197141935,41.502194675003985,87.88090310933758,98.46104699373353,
1,168.0638168422857,74.87306866247046,19.744144627198747,19.482737350724676,45.59007772298159,81.62303155233273,96.26747875827877,60.652013767150834
1,160.9922675358197,69.4460151913387,20.485308594929997,19.25135532018083,42.68846654912137,79.47935974789677,,61.388233386162376
1,184.01116762724823,86.99928946066026,26.094618873228097,18.715899506355434,,89.88577739596542,,56.667224405529026
0,158.1834061698483,59.56783998484352,,17.47676185341319,41.246493770119685,78.11607712049786,97.5891448633507,51.84631547706053
1,164.67276120541547,81.64868667288088,27.91412296073608,19.98215167317089,46.13760573354109,80.77145499658118,98.86922761391672,60.43323661373169
0,173.4089616732073,60.553776973693935,24.67008051718819,18.221599708040547,42.41117840891595,79.3317970428879,98.47475716839926,57.61729337169159
0,146.04971220725045,52.48742399682299,22.586749149959235,16.37294165044056,36.29039605720245,70.32864002680849,87.07041941397212,
1,162.70847188095647,80.27825848637116,19.894573648752328,,41.30915224905732,77.22038029602759,94.3463557383315,60.17613023892455
1,186.25362327725134,,27.22708631852095,20.993260744378663,47.16844197891354,89.05613717700275,,
1,155.7433585598894,67.77204684641882,25.664673961212767,,41.06543997656138,86.56946971466598,103.21437705834052,61.24550783907514
1,,80.06503042915918,,16.96845772221169,42.1052639482636,82.95701598692655,93.44960388779303,54.82692519500983
1,,,,22.32410257799986,48.20787827921864,,,
1,188.6140212768476,86.73709603185858,30.064271389788182,20.070049244982492,46.71382926253062,87.04007624379425,102.7412368818699,63.30456981026777
1,178.75125197158434,,29.546593207476473,,50.680525850031565,,104.4236708972269,67.73601697850108
1,162.75397465565044,,26.65471514751719,,42.96233136941208,80.89366909597177,98.43566898885369,60.49045154066622
0,153.44250890875676,49.37838678835243,19.537302026643896,16.065905569666576,35.79541147389601,72.83629893670839,86.51386956660828,50.8912933678068
1,164.7399977129269,,27.89099556745452,22.443811946452378,45.470996706314196,91.46015410141845,102.95418368425631,58.43849076887908
